benchmark, unique_loop_id, loop_nest_level, dynOp_count, floatOp_count, branchOp_count, memOp_count, operands_count, implicit_instr_count, unique_pred_count, trip_count, loop_calls, reuse_count, use_count, def_count, store_count, load_count
433.milc,433.milc_376,1,37,0.027027,0.108108,0.594595,1.78378,0.135135,0.027027,1,0,0,1.27027,0, 0.0540541, 0.351351
433.milc,433.milc_377,1,7,0,0.142857,0.428571,1.42857,0.285714,0,1,0,0,1,0, 0, 0.285714
433.milc,433.milc_378,5,49,0,0.0204082,0.816327,2.10204,0.122449,0,9,0,0,1.22449,0, 0, 0.285714
433.milc,433.milc_379,4,89,0.0224719,0.123596,0.674157,2.02247,0,0.0224719,1,0,4,1.23596,0, 0.0449438, 0.404494
433.milc,433.milc_380,4,49,0,0.0204082,0.816327,2.10204,0.122449,0,9,0,0,1.22449,0, 0, 0.285714
433.milc,433.milc_381,3,82,0.0243902,0.121951,0.695122,2.03659,0,0.0243902,1,0,4,1.21951,0, 0.0609756, 0.390244
433.milc,433.milc_382,3,49,0,0.0204082,0.816327,2.10204,0.122449,0,9,0,0,1.22449,0, 0, 0.285714
433.milc,433.milc_383,2,179,0.0111732,0.0949721,0.709497,2.10056,0.0111732,0.0167598,1,0,4,1.25698,0, 0.0335196, 0.407821
433.milc,433.milc_384,1,3,0,0.666667,0.333333,1.33333,0,0,9,0,0,0.333333,0, 0.333333, 0
433.milc,433.milc_385,1,31,0,0.0322581,0.516129,1.70968,0.387097,0,9,0,0,1.16129,0, 0, 0.258065
433.milc,433.milc_386,1,9,0,0.111111,0.444444,1.55556,0.333333,0,1,0,0,1,0, 0.111111, 0.222222
433.milc,433.milc_387,1,5,0,0.2,0.6,1.6,0.2,0,9,0,0,1,0, 0.2, 0.2
433.milc,433.milc_388,1,17,0,0.0588235,0.647059,1.52941,0.235294,0,9,0,0,1.17647,0, 0, 0.411765
433.milc,433.milc_389,1,14,0,0.0714286,0.5,1.5,0.357143,0,1,0,0,1.07143,0, 0, 0.357143
433.milc,433.milc_390,1,16,0,0.0625,0.625,1.625,0.1875,0,1,0,0,1.25,0, 0, 0.375
433.milc,433.milc_391,1,75,0.0266667,0.0533333,0.733333,1.97333,0.0933333,0.0133333,1,0,0,1.25333,0, 0.0533333, 0.32
433.milc,433.milc_392,1,19,0,0.0526316,0.684211,1.78947,0.210526,0,1,0,0,1.26316,0, 0, 0.368421
433.milc,433.milc_393,2,9,0,0.111111,0.666667,1.88889,0.111111,0,4,0,0,1.11111,0, 0, 0.333333
433.milc,433.milc_394,1,3,0,0.666667,0.333333,1.33333,0,0,5,0,0,0.333333,0, 0.333333, 0
433.milc,433.milc_395,2,47,0.0851064,0.0212766,0.723404,1.78723,0.170213,0,1,0,0,1.25532,0, 0.0212766, 0.361702
433.milc,433.milc_396,1,3,0,0.666667,0.333333,1.33333,0,0,4,0,0,0.333333,0, 0.333333, 0
433.milc,433.milc_397,1,92,0.0326087,0.130435,0.706522,1.94565,0.0434783,0.0108696,4,0,5,0.967391,0, 0.0869565, 0.293478
433.milc,433.milc_398,4,45,0.0444444,0.0222222,0.755556,1.8,0.177778,0,1,0,2,1.24444,0, 0.0444444, 0.355556
433.milc,433.milc_399,3,3,0,0.666667,0.333333,1.33333,0,0,4,0,0,0.333333,0, 0.333333, 0
433.milc,433.milc_400,2,3,0,0.666667,0.333333,1.33333,0,0,4,0,0,0.333333,0, 0.333333, 0
